=======================================================
ALL-GRID MATHEMATICAL PATTERN REPORT
Target Character: 'A'
Total File Size: 243496 characters
Grid Dimensions: 100 cols x 2435 rows
=======================================================

Row 0001 [Slots      0..    99] | Count: 25 | Type: IRREGULAR_CLUSTER  | Formula: Start #5, Deltas: 1.8.2.2.1.1...
Row 0225 [Slots  22400.. 22499] | Count:  1 | Type: SINGLE             | Formula: Slot #22484 (Offset +84)
Row 0226 [Slots  22500.. 22599] | Count:  2 | Type: ARITHMETIC_STEP    | Formula: Slot(k) = 22535 + (18 * k) [k=0..1]
Row 0227 [Slots  22600.. 22699] | Count:  2 | Type: ARITHMETIC_STEP    | Formula: Slot(k) = 22623 + (55 * k) [k=0..1]
Row 0228 [Slots  22700.. 22799] | Count:  1 | Type: SINGLE             | Formula: Slot #22714 (Offset +14)
Row 0229 [Slots  22800.. 22899] | Count:  4 | Type: IRREGULAR_CLUSTER  | Formula: Start #22861, Deltas: 15.2.21
Row 0230 [Slots  22900.. 22999] | Count:  4 | Type: IRREGULAR_CLUSTER  | Formula: Start #22901, Deltas: 42.35.1
Row 0231 [Slots  23000.. 23099] | Count:  1 | Type: SINGLE             | Formula: Slot #23054 (Offset +54)
Row 0232 [Slots  23100.. 23199] | Count:  3 | Type: IRREGULAR_CLUSTER  | Formula: Start #23172, Deltas: 8.11
Row 0233 [Slots  23200.. 23299] | Count:  1 | Type: SINGLE             | Formula: Slot #23265 (Offset +65)
Row 0234 [Slots  23300.. 23399] | Count:  2 | Type: ARITHMETIC_STEP    | Formula: Slot(k) = 23314 + (33 * k) [k=0..1]
Row 0235 [Slots  23400.. 23499] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 0236 [Slots  23500.. 23599] | Count:  1 | Type: SINGLE             | Formula: Slot #23535 (Offset +35)
Row 0237 [Slots  23600.. 23699] | Count:  2 | Type: ARITHMETIC_STEP    | Formula: Slot(k) = 23621 + (39 * k) [k=0..1]
Row 0238 [Slots  23700.. 23799] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 0239 [Slots  23800.. 23899] | Count:  1 | Type: SINGLE             | Formula: Slot #23829 (Offset +29)
Row 0240 [Slots  23900.. 23999] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 0241 [Slots  24000.. 24099] | Count:  2 | Type: ARITHMETIC_STEP    | Formula: Slot(k) = 24030 + (22 * k) [k=0..1]
Row 0242 [Slots  24100.. 24199] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 0243 [Slots  24200.. 24299] | Count:  2 | Type: ARITHMETIC_STEP    | Formula: Slot(k) = 24226 + (42 * k) [k=0..1]
Row 0244 [Slots  24300.. 24399] | Count:  1 | Type: SINGLE             | Formula: Slot #24383 (Offset +83)
Row 0245 [Slots  24400.. 24499] | Count:  3 | Type: IRREGULAR_CLUSTER  | Formula: Start #24450, Deltas: 41.2
Row 0246 [Slots  24500.. 24599] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 0247 [Slots  24600.. 24699] | Count:  1 | Type: SINGLE             | Formula: Slot #24690 (Offset +90)
Row 0248 [Slots  24700.. 24799] | Count:  5 | Type: IRREGULAR_CLUSTER  | Formula: Start #24704, Deltas: 39.13.24.16
Row 0249 [Slots  24800.. 24899] | Count:  4 | Type: IRREGULAR_CLUSTER  | Formula: Start #24812, Deltas: 35.7.17
Row 0250 [Slots  24900.. 24999] | Count:  4 | Type: IRREGULAR_CLUSTER  | Formula: Start #24904, Deltas: 20.16.41
Row 0251 [Slots  25000.. 25099] | Count:  3 | Type: IRREGULAR_CLUSTER  | Formula: Start #25023, Deltas: 52.19
Row 0252 [Slots  25100.. 25199] | Count:  2 | Type: ARITHMETIC_STEP    | Formula: Slot(k) = 25118 + (31 * k) [k=0..1]
Row 0253 [Slots  25200.. 25299] | Count:  2 | Type: ARITHMETIC_STEP    | Formula: Slot(k) = 25276 + (15 * k) [k=0..1]
Row 0254 [Slots  25300.. 25399] | Count:  1 | Type: SINGLE             | Formula: Slot #25397 (Offset +97)
Row 0255 [Slots  25400.. 25499] | Count:  3 | Type: IRREGULAR_CLUSTER  | Formula: Start #25403, Deltas: 15.19
Row 0256 [Slots  25500.. 25599] | Count:  1 | Type: SINGLE             | Formula: Slot #25591 (Offset +91)
Row 0257 [Slots  25600.. 25699] | Count:  3 | Type: IRREGULAR_CLUSTER  | Formula: Start #25632, Deltas: 26.10
Row 0258 [Slots  25700.. 25799] | Count:  1 | Type: SINGLE             | Formula: Slot #25734 (Offset +34)
Row 0259 [Slots  25800.. 25899] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 0260 [Slots  25900.. 25999] | Count:  1 | Type: SINGLE             | Formula: Slot #25983 (Offset +83)
Row 0261 [Slots  26000.. 26099] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 0262 [Slots  26100.. 26199] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 0263 [Slots  26200.. 26299] | Count:  1 | Type: SINGLE             | Formula: Slot #26298 (Offset +98)
Row 0264 [Slots  26300.. 26399] | Count:  3 | Type: IRREGULAR_CLUSTER  | Formula: Start #26303, Deltas: 48.37
Row 0265 [Slots  26400.. 26499] | Count:  2 | Type: ARITHMETIC_STEP    | Formula: Slot(k) = 26400 + (25 * k) [k=0..1]
Row 0266 [Slots  26500.. 26599] | Count:  1 | Type: SINGLE             | Formula: Slot #26556 (Offset +56)
Row 0267 [Slots  26600.. 26699] | Count:  2 | Type: ARITHMETIC_STEP    | Formula: Slot(k) = 26659 + (16 * k) [k=0..1]
Row 0268 [Slots  26700.. 26799] | Count:  2 | Type: ARITHMETIC_STEP    | Formula: Slot(k) = 26711 + (21 * k) [k=0..1]
Row 0269 [Slots  26800.. 26899] | Count:  2 | Type: ARITHMETIC_STEP    | Formula: Slot(k) = 26859 + (16 * k) [k=0..1]
Row 0270 [Slots  26900.. 26999] | Count:  3 | Type: IRREGULAR_CLUSTER  | Formula: Start #26904, Deltas: 7.11
Row 0271 [Slots  27000.. 27099] | Count:  5 | Type: IRREGULAR_CLUSTER  | Formula: Start #27000, Deltas: 13.54.9.23
Row 0272 [Slots  27100.. 27199] | Count:  3 | Type: IRREGULAR_CLUSTER  | Formula: Start #27114, Deltas: 21.36
Row 0273 [Slots  27200.. 27299] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 0274 [Slots  27300.. 27399] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 0275 [Slots  27400.. 27499] | Count:  2 | Type: ARITHMETIC_STEP    | Formula: Slot(k) = 27415 + (37 * k) [k=0..1]
Row 0276 [Slots  27500.. 27599] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 0277 [Slots  27600.. 27699] | Count:  1 | Type: SINGLE             | Formula: Slot #27657 (Offset +57)
Row 0278 [Slots  27700.. 27799] | Count:  1 | Type: SINGLE             | Formula: Slot #27757 (Offset +57)
Row 0279 [Slots  27800.. 27899] | Count:  1 | Type: SINGLE             | Formula: Slot #27856 (Offset +56)
Row 0280 [Slots  27900.. 27999] | Count:  2 | Type: ARITHMETIC_STEP    | Formula: Slot(k) = 27901 + (13 * k) [k=0..1]
Row 0281 [Slots  28000.. 28099] | Count:  1 | Type: SINGLE             | Formula: Slot #28067 (Offset +67)
Row 0282 [Slots  28100.. 28199] | Count:  2 | Type: ARITHMETIC_STEP    | Formula: Slot(k) = 28109 + (55 * k) [k=0..1]
Row 0283 [Slots  28200.. 28299] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 0284 [Slots  28300.. 28399] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 0285 [Slots  28400.. 28499] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 0286 [Slots  28500.. 28599] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 0287 [Slots  28600.. 28699] | Count:  3 | Type: IRREGULAR_CLUSTER  | Formula: Start #28613, Deltas: 2.19
Row 0288 [Slots  28700.. 28799] | Count:  3 | Type: IRREGULAR_CLUSTER  | Formula: Start #28733, Deltas: 24.14
Row 0289 [Slots  28800.. 28899] | Count:  7 | Type: IRREGULAR_CLUSTER  | Formula: Start #28800, Deltas: 1.19.24.5.20.20
Row 0290 [Slots  28900.. 28999] | Count:  5 | Type: IRREGULAR_CLUSTER  | Formula: Start #28900, Deltas: 17.19.19.9
Row 0291 [Slots  29000.. 29099] | Count:  1 | Type: SINGLE             | Formula: Slot #29008 (Offset +8)
Row 0292 [Slots  29100.. 29199] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 0293 [Slots  29200.. 29299] | Count:  1 | Type: SINGLE             | Formula: Slot #29236 (Offset +36)
Row 0294 [Slots  29300.. 29399] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 0295 [Slots  29400.. 29499] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 0296 [Slots  29500.. 29599] | Count:  1 | Type: SINGLE             | Formula: Slot #29511 (Offset +11)
Row 0297 [Slots  29600.. 29699] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 0298 [Slots  29700.. 29799] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 0299 [Slots  29800.. 29899] | Count:  1 | Type: SINGLE             | Formula: Slot #29844 (Offset +44)
Row 0300 [Slots  29900.. 29999] | Count:  2 | Type: ARITHMETIC_STEP    | Formula: Slot(k) = 29985 + (9 * k) [k=0..1]
Row 0301 [Slots  30000.. 30099] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 0302 [Slots  30100.. 30199] | Count:  3 | Type: IRREGULAR_CLUSTER  | Formula: Start #30130, Deltas: 12.7
Row 0303 [Slots  30200.. 30299] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 0304 [Slots  30300.. 30399] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 0305 [Slots  30400.. 30499] | Count:  2 | Type: ARITHMETIC_STEP    | Formula: Slot(k) = 30445 + (28 * k) [k=0..1]
Row 0306 [Slots  30500.. 30599] | Count:  3 | Type: IRREGULAR_CLUSTER  | Formula: Start #30523, Deltas: 13.62
Row 0307 [Slots  30600.. 30699] | Count:  1 | Type: SINGLE             | Formula: Slot #30635 (Offset +35)
Row 0308 [Slots  30700.. 30799] | Count:  2 | Type: ARITHMETIC_STEP    | Formula: Slot(k) = 30708 + (62 * k) [k=0..1]
Row 0309 [Slots  30800.. 30899] | Count:  2 | Type: ARITHMETIC_STEP    | Formula: Slot(k) = 30809 + (38 * k) [k=0..1]
Row 0310 [Slots  30900.. 30999] | Count:  1 | Type: SINGLE             | Formula: Slot #30974 (Offset +74)
Row 0311 [Slots  31000.. 31099] | Count:  6 | Type: IRREGULAR_CLUSTER  | Formula: Start #31004, Deltas: 5.12.14.1.20
Row 0312 [Slots  31100.. 31199] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 0313 [Slots  31200.. 31299] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 0314 [Slots  31300.. 31399] | Count:  2 | Type: ARITHMETIC_STEP    | Formula: Slot(k) = 31341 + (44 * k) [k=0..1]
Row 0315 [Slots  31400.. 31499] | Count:  2 | Type: ARITHMETIC_STEP    | Formula: Slot(k) = 31476 + (18 * k) [k=0..1]
Row 0316 [Slots  31500.. 31599] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 0317 [Slots  31600.. 31699] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 0318 [Slots  31700.. 31799] | Count:  2 | Type: SOLID_RUN          | Formula: Start #31710, Solid Run of 2 (AAAA...)
Row 0319 [Slots  31800.. 31899] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 0320 [Slots  31900.. 31999] | Count:  3 | Type: IRREGULAR_CLUSTER  | Formula: Start #31921, Deltas: 29.35
Row 0321 [Slots  32000.. 32099] | Count:  3 | Type: IRREGULAR_CLUSTER  | Formula: Start #32004, Deltas: 12.58
Row 0322 [Slots  32100.. 32199] | Count:  2 | Type: ARITHMETIC_STEP    | Formula: Slot(k) = 32149 + (12 * k) [k=0..1]
Row 0323 [Slots  32200.. 32299] | Count:  2 | Type: ARITHMETIC_STEP    | Formula: Slot(k) = 32284 + (15 * k) [k=0..1]
Row 0324 [Slots  32300.. 32399] | Count:  1 | Type: SINGLE             | Formula: Slot #32326 (Offset +26)
Row 0325 [Slots  32400.. 32499] | Count:  1 | Type: SINGLE             | Formula: Slot #32429 (Offset +29)
Row 0326 [Slots  32500.. 32599] | Count:  2 | Type: ARITHMETIC_STEP    | Formula: Slot(k) = 32566 + (21 * k) [k=0..1]
Row 0327 [Slots  32600.. 32699] | Count:  1 | Type: SINGLE             | Formula: Slot #32650 (Offset +50)
Row 0328 [Slots  32700.. 32799] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 0329 [Slots  32800.. 32899] | Count:  2 | Type: ARITHMETIC_STEP    | Formula: Slot(k) = 32818 + (53 * k) [k=0..1]
Row 0330 [Slots  32900.. 32999] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 0331 [Slots  33000.. 33099] | Count:  1 | Type: SINGLE             | Formula: Slot #33047 (Offset +47)
Row 0332 [Slots  33100.. 33199] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 0333 [Slots  33200.. 33299] | Count:  2 | Type: ARITHMETIC_STEP    | Formula: Slot(k) = 33209 + (35 * k) [k=0..1]
Row 0334 [Slots  33300.. 33399] | Count:  3 | Type: IRREGULAR_CLUSTER  | Formula: Start #33351, Deltas: 20.19
Row 0335 [Slots  33400.. 33499] | Count:  6 | Type: IRREGULAR_CLUSTER  | Formula: Start #33415, Deltas: 4.33.18.4.11
Row 0336 [Slots  33500.. 33599] | Count:  1 | Type: SINGLE             | Formula: Slot #33520 (Offset +20)
Row 0337 [Slots  33600.. 33699] | Count:  2 | Type: ARITHMETIC_STEP    | Formula: Slot(k) = 33618 + (79 * k) [k=0..1]
Row 0338 [Slots  33700.. 33799] | Count:  1 | Type: SINGLE             | Formula: Slot #33779 (Offset +79)
Row 0339 [Slots  33800.. 33899] | Count:  1 | Type: SINGLE             | Formula: Slot #33881 (Offset +81)
Row 0340 [Slots  33900.. 33999] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 0341 [Slots  34000.. 34099] | Count:  1 | Type: SINGLE             | Formula: Slot #34085 (Offset +85)
Row 0342 [Slots  34100.. 34199] | Count:  2 | Type: ARITHMETIC_STEP    | Formula: Slot(k) = 34109 + (6 * k) [k=0..1]
Row 0343 [Slots  34200.. 34299] | Count:  1 | Type: SINGLE             | Formula: Slot #34223 (Offset +23)
Row 0344 [Slots  34300.. 34399] | Count:  5 | Type: IRREGULAR_CLUSTER  | Formula: Start #34315, Deltas: 5.1.23.2
Row 0345 [Slots  34400.. 34499] | Count:  2 | Type: ARITHMETIC_STEP    | Formula: Slot(k) = 34432 + (55 * k) [k=0..1]
Row 0346 [Slots  34500.. 34599] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 0347 [Slots  34600.. 34699] | Count:  2 | Type: ARITHMETIC_STEP    | Formula: Slot(k) = 34608 + (57 * k) [k=0..1]
Row 0348 [Slots  34700.. 34799] | Count:  1 | Type: SINGLE             | Formula: Slot #34749 (Offset +49)
Row 0349 [Slots  34800.. 34899] | Count:  3 | Type: IRREGULAR_CLUSTER  | Formula: Start #34812, Deltas: 11.21
Row 0350 [Slots  34900.. 34999] | Count:  5 | Type: IRREGULAR_CLUSTER  | Formula: Start #34928, Deltas: 15.4.14.19
Row 0351 [Slots  35000.. 35099] | Count:  2 | Type: ARITHMETIC_STEP    | Formula: Slot(k) = 35047 + (21 * k) [k=0..1]
Row 0352 [Slots  35100.. 35199] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 0353 [Slots  35200.. 35299] | Count:  1 | Type: SINGLE             | Formula: Slot #35236 (Offset +36)
Row 0354 [Slots  35300.. 35399] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 0355 [Slots  35400.. 35499] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 0356 [Slots  35500.. 35599] | Count:  2 | Type: ARITHMETIC_STEP    | Formula: Slot(k) = 35515 + (78 * k) [k=0..1]
Row 0357 [Slots  35600.. 35699] | Count:  1 | Type: SINGLE             | Formula: Slot #35655 (Offset +55)
Row 0358 [Slots  35700.. 35799] | Count:  2 | Type: ARITHMETIC_STEP    | Formula: Slot(k) = 35707 + (33 * k) [k=0..1]
Row 0359 [Slots  35800.. 35899] | Count:  4 | Type: IRREGULAR_CLUSTER  | Formula: Start #35855, Deltas: 25.3.12
Row 0360 [Slots  35900.. 35999] | Count:  4 | Type: IRREGULAR_CLUSTER  | Formula: Start #35913, Deltas: 1.46.4
Row 0361 [Slots  36000.. 36099] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 0362 [Slots  36100.. 36199] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 0363 [Slots  36200.. 36299] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 0364 [Slots  36300.. 36399] | Count:  1 | Type: SINGLE             | Formula: Slot #36331 (Offset +31)
Row 0365 [Slots  36400.. 36499] | Count:  2 | Type: ARITHMETIC_STEP    | Formula: Slot(k) = 36418 + (79 * k) [k=0..1]
Row 0366 [Slots  36500.. 36599] | Count:  1 | Type: SINGLE             | Formula: Slot #36537 (Offset +37)
Row 0367 [Slots  36600.. 36699] | Count:  1 | Type: SINGLE             | Formula: Slot #36698 (Offset +98)
Row 0368 [Slots  36700.. 36799] | Count:  5 | Type: IRREGULAR_CLUSTER  | Formula: Start #36716, Deltas: 2.45.2.34
Row 0369 [Slots  36800.. 36899] | Count:  2 | Type: ARITHMETIC_STEP    | Formula: Slot(k) = 36853 + (13 * k) [k=0..1]
Row 0370 [Slots  36900.. 36999] | Count:  1 | Type: SINGLE             | Formula: Slot #36970 (Offset +70)
Row 0371 [Slots  37000.. 37099] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 0372 [Slots  37100.. 37199] | Count:  1 | Type: SINGLE             | Formula: Slot #37175 (Offset +75)
Row 0373 [Slots  37200.. 37299] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 0374 [Slots  37300.. 37399] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 0375 [Slots  37400.. 37499] | Count:  3 | Type: IRREGULAR_CLUSTER  | Formula: Start #37417, Deltas: 3.64
Row 0376 [Slots  37500.. 37599] | Count:  1 | Type: SINGLE             | Formula: Slot #37537 (Offset +37)
Row 0377 [Slots  37600.. 37699] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 0378 [Slots  37700.. 37799] | Count:  2 | Type: ARITHMETIC_STEP    | Formula: Slot(k) = 37726 + (59 * k) [k=0..1]
Row 0379 [Slots  37800.. 37899] | Count:  1 | Type: SINGLE             | Formula: Slot #37838 (Offset +38)
Row 0380 [Slots  37900.. 37999] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 0381 [Slots  38000.. 38099] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 0382 [Slots  38100.. 38199] | Count:  1 | Type: SINGLE             | Formula: Slot #38178 (Offset +78)
Row 0383 [Slots  38200.. 38299] | Count:  2 | Type: ARITHMETIC_STEP    | Formula: Slot(k) = 38224 + (68 * k) [k=0..1]
Row 0384 [Slots  38300.. 38399] | Count:  3 | Type: IRREGULAR_CLUSTER  | Formula: Start #38345, Deltas: 20.29
Row 0385 [Slots  38400.. 38499] | Count:  3 | Type: IRREGULAR_CLUSTER  | Formula: Start #38401, Deltas: 15.45
Row 0386 [Slots  38500.. 38599] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 0387 [Slots  38600.. 38699] | Count:  2 | Type: ARITHMETIC_STEP    | Formula: Slot(k) = 38613 + (11 * k) [k=0..1]
Row 0388 [Slots  38700.. 38799] | Count:  3 | Type: IRREGULAR_CLUSTER  | Formula: Start #38774, Deltas: 21.4
Row 0389 [Slots  38800.. 38899] | Count:  1 | Type: SINGLE             | Formula: Slot #38809 (Offset +9)
Row 0390 [Slots  38900.. 38999] | Count:  1 | Type: SINGLE             | Formula: Slot #38902 (Offset +2)
Row 0391 [Slots  39000.. 39099] | Count:  1 | Type: SINGLE             | Formula: Slot #39067 (Offset +67)
Row 0392 [Slots  39100.. 39199] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 0393 [Slots  39200.. 39299] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 0394 [Slots  39300.. 39399] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 0395 [Slots  39400.. 39499] | Count:  1 | Type: SINGLE             | Formula: Slot #39491 (Offset +91)
Row 0396 [Slots  39500.. 39599] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 0397 [Slots  39600.. 39699] | Count:  1 | Type: SINGLE             | Formula: Slot #39690 (Offset +90)
Row 0398 [Slots  39700.. 39799] | Count:  2 | Type: ARITHMETIC_STEP    | Formula: Slot(k) = 39705 + (94 * k) [k=0..1]
Row 0399 [Slots  39800.. 39899] | Count:  1 | Type: SINGLE             | Formula: Slot #39800 (Offset +0)
Row 0400 [Slots  39900.. 39999] | Count:  0 | Type: EMPTY              | Formula: None (0 occurrences)
Row 0401 [Slots  40000.. 40099] | Count:  3 | Type: IRREGULAR_CLUSTER  | Formula: Start #40030, Deltas: 43.9
Row 0402 [Slots  40100.. 40199] | Count:  2 | Type: ARITHMETIC_STEP    | Formula: Slot(k) = 40103 + (12 * k) [k=0..1]
Row 0403 [Slots  40200.. 40299] | Count:  1 | Type: SINGLE             | Formula: Slot #40274 (Offset +74)
Row 0404 [Slots  40300.. 40399] | Count:  2 | Type: ARITHMETIC_STEP    | Formula: Slot(k) = 40301 + (22 * k) [k=0..1]
Row 0405 [Slots  40400.. 40499] | Count:  4 | Type: IRREGULAR_CLUSTER  | Formula: Start #40410, Deltas: 13.12.9
Row 0406 [Slots  40500.. 40599] | Count:  2 | Type: ARITHMETIC_STEP    | Formula: Slot(k) = 40525 + (72 * k) [k=0..1]
Row 0407 [Slots  40600.. 40699] | Count:  1 | Type: SINGLE             | Formula: Slot #40611 (Offset +11)
Row 0408 [Slots  40700.. 40799] | Count:  1 | Type: SINGLE             | Formula: Slot #40791 (Offset +91)
Row 0409 [Slots  40800.. 40899] | Count:  3 | Type: IRREGULAR_CLUSTER  | Formula: Start #40870, Deltas: 17.7
Row 0410 [Slots  40900.. 40999] | Count:  3 | Type: IRREGULAR_CLUSTER  | Formula: Start #40919, Deltas: 24.40
Row 0411 [Slots  41000.. 41099] | Count:  1 | Type: SINGLE             | Formula: Slot #41084 (Offset +84)
